Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA,Dow
2010-01-04,-0.006282869599774564,-0.0022018738133872074,0.0017274371163068932,0.032226785268973684,0.011884551025570286,0.0070585384502969886,-0.004465151311649026,-0.012170506565767167,-0.0024978216195603383,0.0038969633481375264,0.017524839969283407,0.007298165087761593,-0.012153672353625775,-0.00047909528714213046,-0.011663695743626742,0.019184579179545136,-0.007675031137943785,0.004044556928092588,0.00032293760779173694,0.003970864416594981,-0.01436561346630338,0.00032695004233222643,-0.023974923824973328,-0.015050019176830486,-0.0015871322911650834,0.0018013248848394133,-0.011525187367619068,-0.010007487395146137,-0.00807493857537403,
2010-01-05,0.014082049488604245,0.016035390082292347,-0.01603410119663472,0.029883589747505875,0.0030335818734270065,0.0001256062040278812,-0.006530491621368049,-0.00035523483032140983,-0.005328196020359894,0.008605751139253584,-0.01073093288961272,-0.0034686102823178367,-0.006517277998718523,-0.003359858268812878,0.008101014529566996,0.005479430129513786,-0.013737974174120517,0.013365594603080226,-0.006156009367826836,-0.006115405671288145,-0.0032208621501181246,-0.0047542937712072245,-0.014290632075195769,-0.005257737326710597,0.009799519689425181,-0.028218163876018103,-0.013519326948460706,-0.002237807149411497,-0.007596374051731549,
2010-01-06,0.0007166033239077547,0.01608853568855697,-0.001850332490871969,0.0396839358142329,0.004030196891931442,-0.003774783563613789,0.004494240278043071,-0.00248857768419845,0.00031430752456234316,-0.0031467449420888656,0.019379562050253752,0.011744631134763454,-0.003467520164443828,-0.009661472736423581,-0.007162857227422939,0.019615031866223608,0.007296836017158583,0.0015923864363635103,-0.010454145410592993,0.009766809644363068,-0.003770430372765734,-0.005437711826438317,0.014290632075195773,0.004265516080583426,0.03765840609782901,-0.005970037035149244,0.009264187875643235,0.0005601275829651032,0.005973780615622562,
2010-01-07,0.007021924137725461,-0.0007144281573469107,0.006626253586288075,-0.009693294525950382,0.011165922461661084,0.0017631886080736324,0.005285673639834538,-0.018681803397979785,0.0015692332381020025,-0.004019651232687032,-0.0190924776824645,-0.004819064454590595,0.009984798163162275,0.011102776589780634,0.0034322110347458647,-0.002458928545916657,-0.0009699531162880325,-0.0005304896937228629,0.006873200670327015,-0.0019760667071947145,0.008062264179916545,-0.0013231593770551041,-0.0014405277354852125,0.0019837334100540676,-0.009435359897025285,0.000630143907480454,0.0027619740016265664,-0.0050500848324714995,0.001352474537763295,
2010-01-08,-0.004040820335106925,-0.01150828485600267,-0.008860610169018459,-0.011921447163539529,0.060916837250433994,0.017586854460054667,-0.0028427292336194905,0.02010472056360138,-0.016445480149703907,0.011157325122777237,-0.01590211661698835,-0.028703739611275363,-0.010525135170056852,0.005744593556784914,0.00015571167965609006,-0.003362778124395083,0.007731902640760589,0.0039708222261725,-0.012801697156138816,-0.012401985524635709,0.007997857535784426,-0.003978705337717629,-0.00041237970715840187,0.02143099133301288,0.006705196899562514,0.00408623366165108,-0.002877604930912918,0.016366267116326973,0.001620597721240024,
2010-01-11,0.000833674217939562,0.013175157496903208,-0.011440310256661448,-0.0072541296829261095,-0.02991416317804861,-0.005827521347622727,-0.01598702295591831,0.010782137788300672,-0.017369223263539787,-0.0049908491293724705,-0.02204125814235,-0.006412366539285366,0.007923173552316374,-0.01636275732263342,0.0052806258560745695,-0.02363201284144549,0.005440769237030929,-0.007957692447701215,-0.006629324034251398,-0.0013871846003380508,-0.003191589930576713,0.011396701462502623,0.006366272499144858,-0.005837727094759646,-0.026783029127597426,0.0009404687116049584,-0.0047372761746519295,0.009546577886436113,-0.00840192841680922,
2010-01-12,-0.0032180601179001038,0.0030889582537798788,0.014007024391256347,0.012007076997124602,0.0014446172083130626,-0.007615755798587536,0.018018210967929264,0.0026338605171688347,0.015134580307137071,-0.004010860224257257,0.007420530285338624,0.005346562234665856,-0.0021477397306565,0.01683983663684861,0.0063303036344974205,0.017323825077852545,-0.0011173586653141661,0.03609176945153772,0.00926852476510275,0.008907870686437001,0.023171322239529734,0.010293267729619,0.0034738925541829974,0.011365316107806419,0.015173067885024632,-0.001254257464232802,0.009222853654902744,0.005103080429208597,0.00921134115595664,
2010-01-13,-0.003347326409858183,0.012495817812706237,-0.005808139131901224,0.006519119473649288,-0.0056307423146580195,-0.0031372035879057673,0.0125027583190778,0.0017518634573346307,-0.008666329272737965,0.00014355798161566174,-0.0031985874677084546,0.006025108802399597,0.015845690260740515,0.02450600801937913,0.001998729747846497,0.009894624988051054,0.0009580027360162552,0.026864383486616406,0.019899450533380162,-0.00628864223095236,0.00881068181956781,0.00097475505074279,0.005290013174241467,0.0034395825396495543,0.023687558089179987,-0.02060612099457857,0.003436519104504661,-0.014649658315644824,0.0008088882706925278,
2010-01-14,-0.0015579904194716412,-0.006817744027409635,-0.016853492893107162,-0.012093638369139872,-0.02366989491733996,-0.0040308787543926255,-0.022290449286871634,-0.014812448604798151,-0.013632251079220004,-0.008214019166254955,-0.019896495104598306,0.009495251816772358,-0.004013949520317407,-0.03216898474373634,-0.00832903338234416,-0.022859192549883837,-0.005923474033163047,-0.013088360491161601,-0.0032351810336282015,-0.009274878872310145,0.00566015043281314,-0.012418296533411446,-0.00999249369366294,-0.011326204111192086,0.012822638679523811,-0.02071297983648847,-0.014978707597513595,-0.009825016576803281,-0.01383864181292207,
2010-01-15,0.020773211561752446,0.013356686616204524,0.04328771429616959,-0.0027988748051776435,0.013383263837193795,0.005663683502143018,0.018274665958735777,0.00230686172962896,0.013309876160331465,0.0023126431925265087,0.0099375914116292,0.010792226898868038,0.017750165817153513,0.011947347536363093,0.012162346250710141,-0.009199787927068902,0.01908423613847329,0.02871930080370465,0.007747032051212203,0.004957192503906277,0.025830347097508224,0.014689263882646734,0.013032262416063168,0.004159018477934156,0.040075024514016754,0.021033195962085624,0.01965726874215812,0.00649892227740963,0.0038184123862728685,
